學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,外籍專任教師數-教師總數,外籍專任教師數-教師總數男,外籍專任教師數-教師總數女,外籍專任教師數-教授男,外籍專任教師數-教授女,外籍專任教師數-副教授男,外籍專任教師數-副教授女,外籍專任教師數-助理教授男,外籍專任教師數-助理教授女,外籍專任教師數-講師男,外籍專任教師數-講師女,外籍專任教師數-其他教師男,外籍專任教師數-其他教師女
107,公立,一般大學,2,國立清華大學,2299010,人文社會學院學士班,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,2311002,外國語文學系,2,0,2,0,0,0,1,0,0,0,1,0,0
107,公立,一般大學,2,國立清華大學,2322003,中國文學系,4,3,1,2,0,1,1,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,2399005,語言學研究所,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,3199111,學習科學與科技研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,4121020,計量財務金融學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,4199017,科技管理研究所,2,2,0,0,0,0,0,2,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,4199022,服務科學研究所,2,1,1,0,1,1,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,5121028,分子與細胞生物研究所,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,5199033,系統神經科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,5311037,化學系,2,2,0,0,0,2,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,5331038,物理學系,6,6,0,4,0,1,0,1,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,5332039,天文研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,5411043,數學系,3,3,0,3,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,6131053,資訊工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,7111057,化學工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,7141049,電機工程學系,3,3,0,3,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,99999Z01,通識教育中心,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,2,國立清華大學,99999Z07,體育室,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,2151002,音樂學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,2191004,藝術史研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,2222013,人類學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,2231014,哲學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,2311007,外國語文學系,15,9,6,2,0,3,3,3,0,1,3,0,0
107,公立,一般大學,3,國立臺灣大學,2311009,日本語文學系,2,1,1,0,0,0,0,1,0,0,1,0,0
107,公立,一般大學,3,國立臺灣大學,2322006,中國文學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,3111015,經濟學系,5,4,1,1,0,0,0,3,1,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,3121016,政治學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,3131019,心理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,3191023,國家發展研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,3212024,新聞研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,4111027,會計學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,4131028,管理學院企業管理碩士專班,2,0,2,0,0,0,0,0,2,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5111040,植物科學研究所,3,3,0,2,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5111041,昆蟲學系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5212043,生態學與演化生物學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5311051,化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5321052,地質科學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5323057,海洋研究所,2,1,1,0,0,0,0,1,1,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5331054,物理學系,3,3,0,2,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,5331055,應用物理學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,6131067,資訊工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,7111076,化學工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,7141066,光電工程學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,7141068,電信工程學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,7151069,機械工程學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,7321074,土木工程學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,8191100,農業化學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,8194094,植物病理與微生物學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,8211102,森林環境暨資源學系,2,2,0,0,0,0,0,2,0,0,0,0,0
107,公立,一般大學,3,國立臺灣大學,9121142,腦與心智科學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2151025,民族音樂研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2152027,表演藝術研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2191026,藝術史研究所,3,2,1,0,1,1,0,1,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2299045,歐洲文化與觀光研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,02299Y15,文學院,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,7,4,3,0,1,2,1,1,0,1,1,0,0
107,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,2321028,臺灣語文學系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,3142041,地理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,3143042,東亞學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,4131047,全球經營與策略研究所,2,1,1,0,0,0,0,1,1,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,5111056,生命科學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,5321060,地球科學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,7141063,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,4,國立臺灣師範大學,99999Z99,教務處,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,5,國立成功大學,2221110,歷史學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,2222111,考古學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,2311108,外國語文學系,3,2,1,1,0,0,1,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,5111003,生命科學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,5331021,物理學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,5331023,太空與電漿科學研究所,3,3,0,2,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,5411027,數學系,3,3,0,1,0,1,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,7111050,化學工程學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,5,國立成功大學,7141033,微電子工程研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,7151042,機械工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,7162043,航空太空工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,7311075,建築學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,9121054,分子醫學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,9121077,醫學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,9121078,臨床醫學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,9161087,藥理學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,5,國立成功大學,99999Z08,外語中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,6,國立中興大學,2311006,外國語文學系,4,2,2,1,0,1,0,0,0,0,2,0,0
107,公立,一般大學,6,國立中興大學,2321003,台灣文學與跨國文化研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,6,國立中興大學,2322005,中國文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,6,國立中興大學,4143020,行銷學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,6,國立中興大學,5111029,昆蟲學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,6,國立中興大學,7111055,化學工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,6,國立中興大學,8111064,國際農學碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,2151003,音樂研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,2311005,外國語文學系,3,2,1,1,0,1,0,0,1,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,4131017,經營管理研究所,2,1,1,0,0,0,1,1,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,4199023,科技管理研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,4212027,科技法律研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,5121028,生物科技學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,5121030,分子醫學與生物工程研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,5311036,應用化學系,4,4,0,2,0,1,0,1,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,5331040,物理研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,5331041,電子物理學系,4,4,0,3,0,1,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,5411045,應用數學系,3,3,0,1,0,2,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7141050,電機工程學系,4,4,0,2,0,0,0,2,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7141053,電子研究所,2,2,0,0,0,2,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7141055,光電工程學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7141062,電信工程研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7151070,機械工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7193077,生醫工程研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,7321071,土木工程學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,99999Z01,通識教育中心,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,7,國立陽明交通大學,99999Z08,語言教學與研究中心,2,1,1,0,0,0,0,0,1,1,0,0,0
107,公立,一般大學,7,國立陽明交通大學,99999Z99,國際半導體產業學院,2,2,0,0,0,0,0,2,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,1115001,學習與教學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,2221010,歷史研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,2311007,英美語文學系,4,3,1,2,1,0,0,1,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,2311008,法國語文學系,4,4,0,0,0,2,0,1,0,1,0,0,0
107,公立,一般大學,8,國立中央大學,3131017,認知神經科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,5321036,地球科學學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,5323039,水文與海洋科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,5331042,物理學系,4,4,0,1,0,2,0,1,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,5332045,天文研究所,3,3,0,0,0,1,0,2,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,5411051,數學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,5421052,統計研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,7111069,化學工程與材料工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,7151064,機械工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,8,國立中央大學,7193074,生醫科學與工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,2151002,音樂學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,2231008,哲學研究所,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,02299Y15,文學院,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,9,國立中山大學,2311006,外國語文學系,3,3,0,1,0,0,0,1,0,1,0,0,0
107,公立,一般大學,9,國立中山大學,2322005,中國文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,3121011,政治學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,03199Y19,社會科學院,2,1,1,0,0,0,0,1,1,0,0,0,0
107,公立,一般大學,9,國立中山大學,4131021,企業管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,4131022,管理學院國際經營管理碩士學程,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,4131028,人力資源管理研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,4199025,行銷傳播管理研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,04199Y31,管理學院,3,3,0,0,0,0,0,3,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,5111033,生物科學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,5311037,化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,05399Y35,海洋科學學院,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,05399Y37,理學院,4,4,0,0,0,0,0,4,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,6131052,資訊管理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,7141053,電機工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,7151059,海下科技研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,07199Y40,工學院,3,3,0,0,0,0,0,3,0,0,0,0,0
107,公立,一般大學,9,國立中山大學,99999Z01,通識教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,12,國立臺灣海洋大學,5323020,海洋環境資訊系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,12,國立臺灣海洋大學,5323022,海洋環境與生態研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,12,國立臺灣海洋大學,99999Z01,共同教育中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,13,國立中正大學,2231016,哲學系,2,2,0,0,0,2,0,0,0,0,0,0,0
107,公立,一般大學,13,國立中正大學,2311012,外國語文學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,一般大學,13,國立中正大學,2399014,語言學研究所,2,1,1,1,1,0,0,0,0,0,0,0,0
107,公立,一般大學,13,國立中正大學,7141054,電機工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,14,國立高雄師範大學,2151013,音樂學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,14,國立高雄師範大學,2311021,英語學系,2,1,1,0,0,1,0,0,1,0,0,0,0
107,公立,一般大學,15,國立彰化師範大學,2311020,英語學系,3,3,0,0,0,0,0,1,0,2,0,0,0
107,公立,一般大學,15,國立彰化師範大學,4131029,企業管理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,15,國立彰化師範大學,9212055,復健諮商研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,16,國立陽明大學,2231002,心智哲學研究所,2,1,1,0,0,1,1,0,0,0,0,0,0
107,公立,一般大學,16,國立陽明大學,5122009,微生物及免疫學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,16,國立陽明大學,7193019,生醫光電研究所,2,2,0,2,0,0,0,0,0,0,0,0,0
107,公立,一般大學,16,國立陽明大學,9131052,社區健康照護研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,16,國立陽明大學,99999Z99,人文與社會教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,17,國立臺北大學,2221005,歷史學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,17,國立臺北大學,2322002,中國文學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,17,國立臺北大學,3141011,社會學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,17,國立臺北大學,7141035,電機工程學系,2,1,1,0,0,1,0,0,1,0,0,0,0
107,公立,一般大學,17,國立臺北大學,99999Z08,語言中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,18,國立嘉義大學,2311031,外國語言學系,2,2,0,0,0,0,0,1,0,1,0,0,0
107,公立,一般大學,18,國立嘉義大學,99999Z08,語言中心,3,2,1,0,0,0,0,0,0,2,1,0,0
107,公立,一般大學,19,國立高雄大學,2311002,西洋語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,一般大學,19,國立高雄大學,2311003,東亞語文學系,6,2,4,0,0,1,2,1,2,0,0,0,0
107,公立,一般大學,19,國立高雄大學,5311022,應用化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,19,國立高雄大學,5331023,應用物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,2222042,族群關係與文化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,3131046,諮商與臨床心理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,4131060,國際企業學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,4134054,公共行政學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,5311071,化學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,5331072,物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,7112090,材料科學與工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,20,國立東華大學,99999Z08,語言中心,4,4,0,0,0,0,0,0,0,4,0,0,0
107,公立,一般大學,21,國立暨南國際大學,1111004,諮商心理與人力資源發展學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,21,國立暨南國際大學,2311014,外國語文學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,21,國立暨南國際大學,7141031,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,21,國立暨南國際大學,99999Z08,語文教學研究中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,2,0,2,0,0,0,1,0,0,0,1,0,0
107,公立,技專校院,22,國立臺灣科技大學,4199013,管理學院,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,5399015,應用科技研究所,5,3,2,1,1,1,0,1,1,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,2,1,1,0,0,1,0,0,1,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,3,3,0,3,0,0,0,0,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7141019,光電工程研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,3,3,0,2,0,0,0,1,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7191012,工業管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7199033,工程學院,2,2,0,0,0,0,0,2,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,99999Z07,體育室,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,99999Z08,語言中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,22,國立臺灣科技大學,99999Z99,研究發展處,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,23,國立雲林科技大學,2192002,文化資產維護系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,23,國立雲林科技大學,2322003,漢學應用研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,技專校院,23,國立雲林科技大學,99999006,前瞻學士學位學程,6,5,1,0,0,0,1,5,0,0,0,0,0
107,公立,技專校院,23,國立雲林科技大學,99999Z01,通識教育中心,2,2,0,0,0,0,0,0,0,2,0,0,0
107,公立,技專校院,24,國立屏東科技大學,1118001,技術及職業教育研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,技專校院,24,國立屏東科技大學,2311002,應用外語系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,技專校院,24,國立屏東科技大學,7151018,機械工程系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,技專校院,24,國立屏東科技大學,7161019,車輛工程系,2,1,1,1,0,0,0,0,1,0,0,0,0
107,公立,技專校院,24,國立屏東科技大學,8199030,熱帶農業暨國際合作系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,2311002,應用英文系,3,2,1,1,0,1,1,0,0,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,7111048,化學工程與生物科技系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,7111053,分子科學與工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,7132068,能源與冷凍空調工程系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,7151043,製造科技研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,7191022,工業工程與管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,技專校院,25,國立臺北科技大學,7321045,土木工程系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2111019,動畫學系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2151005,音樂學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2151006,傳統音樂學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2152010,劇場藝術創作研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2152011,劇場設計學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2152013,舞蹈研究所,2,1,1,0,1,1,0,0,0,0,0,0,0
107,公立,一般大學,28,國立臺北藝術大學,2152013,舞蹈學系,3,3,0,1,0,1,0,1,0,0,0,0,0
107,公立,一般大學,29,國立臺灣藝術大學,2132006,雕塑學系,2,1,1,0,0,0,0,1,1,0,0,0,0
107,公立,一般大學,29,國立臺灣藝術大學,2151010,音樂學系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,一般大學,29,國立臺灣藝術大學,2152014,舞蹈學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,30,國立臺東大學,2311015,英美語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,31,國立宜蘭大學,2311001,外國語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,技專校院,33,國立虎尾科技大學,2311001,應用外語系,3,2,1,0,0,0,1,2,0,0,0,0,0
